platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:17.724Z,寝る,あ,false,336.5,28.3,1.3,0.30000000000000004,4.2,8.6,0.5,-0.5,-0.2,-2.8,-4.9,-5.6
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:17.928Z,寝る,あ,false,326.1,63.400000000000006,22.8,14.200000000000001,9.8,9.200000000000001,16,1,5,-33.50000000000001,74.5,-56.800000000000004
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:18.128Z,寝る,あ,false,344.90000000000003,74.4,-31.1,-10.600000000000001,10.3,7.7,-12,0.7000000000000001,5.4,-2.4000000000000004,-250.4,96.5
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:18.335Z,寝る,あ,false,332.6,71.4,-1.3,2.1,12.600000000000001,7.2,2,3.2,4.1000000000000005,-36.6,249.4,-33
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:18.536Z,寝る,あ,false,337.3,64.5,26.1,17.3,8.9,8.6,20.6,-0.4,6.6000000000000005,37.2,-14.700000000000001,-25.900000000000002
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:18.737Z,寝る,あ,false,338.6,71.4,-17.6,-7.4,9.200000000000001,11.3,-8.4,-0.2,8.3,-7.1000000000000005,-250.4,38.50000000000001
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:18.938Z,寝る,あ,false,316,68.10000000000001,2,-6.4,9,6.7,-6.2,-0.2,3,11.900000000000002,236.10000000000002,23.5
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:19.139Z,寝る,あ,false,342.8,63.6,20.700000000000003,19.6,10,10.9,21.200000000000003,1.1,6.800000000000001,-90.6,104.10000000000001,-1.3
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:19.339Z,寝る,あ,false,348.1,69.4,-15.4,3.8000000000000003,6.7,10.100000000000001,2.8000000000000003,-2.6,6.800000000000001,1.1,-250.20000000000002,-15.000000000000002
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T06:00:19.540Z,寝る,あ,false,331.8,67.2,-19.900000000000002,-15.700000000000001,9,9.8,-17,-0.2,6.2,69.60000000000001,249.6,18.6
