platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:30.431Z,着席,部屋の中,false,105,19.700000000000003,-12,2,3.1,8.8,0,-0.30000000000000004,-0.30000000000000004,4.7,-3.4,0.1
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:30.638Z,着席,部屋の中,false,95.9,31.200000000000003,-3.1,0.30000000000000004,6,9.700000000000001,-0.2,0.9,1.2000000000000002,11.4,-23,-29.400000000000002
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:30.839Z,着席,部屋の中,false,90.9,45.800000000000004,-5.7,1,6.300000000000001,7.800000000000001,0.30000000000000004,-1,0.8,118.00000000000001,-43.50000000000001,-21.900000000000002
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:31.043Z,着席,部屋の中,false,92.4,55.900000000000006,-10.3,-0.2,0.1,0.7000000000000001,-1.2000000000000002,-7.7,-4.6000000000000005,-76.5,1.9,45.2
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:31.244Z,着席,部屋の中,false,92.10000000000001,38.800000000000004,-9.200000000000001,4.4,17.7,17.7,3.1,11.200000000000001,9.8,103.89999999999999,35.5,-43.6
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:31.445Z,着席,部屋の中,false,84.4,66,-0.1,-2.3000000000000003,-6.4,-3.5,-2.3000000000000003,-15.4,-7.5,13.000000000000002,5.500000000000001,8.100000000000001
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:31.646Z,着席,部屋の中,false,99.80000000000001,38.6,-18.7,10,24.5,20.3,7.6000000000000005,18.5,13.100000000000001,-62.199999999999996,-57.1,83.70000000000002
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:31.847Z,着席,部屋の中,false,88,60.7,-5.800000000000001,-1.1,-2.5,1.1,-1.6,-11.5,-3.9000000000000004,137.4,7.300000000000001,-49.300000000000004
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:32.048Z,着席,部屋の中,false,95.80000000000001,53,-14.3,1.6,4,5.9,0.2,-3.5,0.5,-177.20000000000002,-11.6,55.7
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:32.249Z,着席,部屋の中,false,91.7,45.800000000000004,-12.5,2.8000000000000003,9.700000000000001,13.3,1.2000000000000002,2.2,6.2,124.3,22.6,-100.9
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:32.450Z,着席,部屋の中,false,87.4,62.800000000000004,-8.4,-0.7000000000000001,-3.7,-0.8,-1.5,-12.100000000000001,-5.2,-76.60000000000001,-33.300000000000004,82.2
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:26:32.651Z,着席,部屋の中,false,98.7,35.9,-20.200000000000003,11.200000000000001,24.900000000000002,19.200000000000003,8.4,19,11.600000000000001,-16.1,24,-28.700000000000003
