platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:35.014Z,寝る,あ,false,34.5,22.1,5.800000000000001,-0.2,3.4000000000000004,8.9,0.8,-0.4,-0.2,-3.4,-8.4,-4.5
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:35.215Z,寝る,あ,false,26.8,65.10000000000001,17.8,1.5,6.6000000000000005,1.6,2.8000000000000003,-2.5,-2.4000000000000004,22.700000000000003,249.6,-37.800000000000004
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:35.415Z,寝る,あ,false,28.8,69.8,19.700000000000003,8.5,8.8,7.2,9.700000000000001,-0.4,4,62.4,-200.5,-12.5
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:35.616Z,寝る,あ,false,60.1,70.9,-57.800000000000004,-9.8,10.8,5.9,-12.600000000000001,1.5,4.2,6.600000000000001,-249.80000000000004,138.40000000000003
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:35.818Z,寝る,あ,false,40.800000000000004,72.60000000000001,-16.2,2.9000000000000004,12.8,9.8,2,3.4000000000000004,6.9,4.1,249.6,-91.8
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:36.020Z,寝る,あ,false,22.700000000000003,69.3,34,12.200000000000001,7.5,1.8,14.200000000000001,-1.8,-1.1,97.60000000000001,-20.900000000000002,21.500000000000004
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:36.220Z,寝る,あ,false,39.2,72,-27.400000000000002,-6.9,10.200000000000001,12.600000000000001,-8.3,0.7000000000000001,9.8,-2.7,-250.4,59.40000000000001
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:36.421Z,寝る,あ,false,42.400000000000006,70.2,-43.800000000000004,-6.9,13.4,11.4,-9.200000000000001,4.2,9,61.8,163.90000000000003,17
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:36.623Z,寝る,あ,false,2.4000000000000004,76.10000000000001,42.400000000000006,17.5,10.200000000000001,3.5,19.1,0.5,1.7000000000000002,77.20000000000002,107.4,24.900000000000002
Chrome Mobile,90.0.4430.82,Asus X01AD,Asus,Blink,[object Object],Chrome Mobile 90.0.4430.82 on Asus X01AD (Android 9),2021-05-06T05:54:36.828Z,寝る,あ,false,58.400000000000006,78,-24.700000000000003,4.800000000000001,8.6,8.4,3.9000000000000004,-1,6.6000000000000005,-36.2,-250.4,35.5
