platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:54.716Z,歩行,部屋の中,false,137.1,35.5,-8.5,1.6,5.7,8,0.4,-0.1,0,2.8,-6.8,4.2
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:54.926Z,歩行,部屋の中,false,121.80000000000001,42.400000000000006,-1,0.2,10.100000000000001,14,0.1,3,6.300000000000001,127.19999999999999,8.4,3
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:55.127Z,歩行,部屋の中,false,111,74.8,4.6000000000000005,-0.30000000000000004,-0.7000000000000001,-2.9000000000000004,-0.1,-10.4,-5.300000000000001,111.50000000000001,-64,-6.8
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:55.327Z,歩行,部屋の中,false,123.30000000000001,67,-14.5,1.6,-1.6,2.5,0.6000000000000001,-9.700000000000001,-1.2000000000000002,-184.5,-1.5,73.7
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:55.529Z,歩行,部屋の中,false,120.4,24.700000000000003,-14.3,4.3,19.200000000000003,25.200000000000003,2.6,15.700000000000001,16.8,-45.2,32.5,-25.8
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:55.729Z,歩行,部屋の中,false,116.9,54.300000000000004,-7.300000000000001,2.6,4.5,9.8,1.9000000000000001,-4.7,4.4,262.4,-3.8,-54.4
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:55.931Z,歩行,部屋の中,false,45.1,85,65.7,-1,-5.300000000000001,-6.7,-0.30000000000000004,-15,-6.9,46.800000000000004,-34.50000000000001,23.3
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:56.135Z,歩行,部屋の中,false,120.4,47.800000000000004,-9.600000000000001,3.2,1.5,14.9,2.2,-5,9.1,-313.1,-47.900000000000006,94.9
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:56.335Z,歩行,部屋の中,false,120.30000000000001,24.400000000000002,-13.700000000000001,9.700000000000001,18.8,21.700000000000003,7.5,14.5,12.4,194.7,-3.9,-27.5
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:56.536Z,歩行,部屋の中,false,89.4,74.10000000000001,20.700000000000003,-1.2000000000000002,-5.300000000000001,-1,-0.2,-15.5,-3.7,238.1,36.6,-56.800000000000004
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:56.737Z,歩行,部屋の中,false,37.2,82.9,73.9,-2.1,-4.800000000000001,-4.6000000000000005,-1,-14.100000000000001,-5,-117,-19.1,63.70000000000001
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:56.938Z,歩行,部屋の中,false,124.4,31.5,-17,8.9,11.600000000000001,16.8,6.6000000000000005,6.9,9.4,-304.1,-6.8,64.4
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:57.140Z,歩行,部屋の中,false,119.80000000000001,38,-16.3,10.100000000000001,13.4,21.3,7.5,7.1000000000000005,12.8,238.1,45.9,-148.3
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:57.348Z,歩行,部屋の中,false,182.3,100,-79.9,-2.4000000000000004,-7,-2.9000000000000004,-0.6000000000000001,-17.2,-2.6,186.4,11.6,-66
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:57.552Z,歩行,部屋の中,false,102.60000000000001,85.80000000000001,0.2,0.5,-5.2,1.3,0.5,-14.200000000000001,0.7000000000000001,-262.20000000000005,21,127.1
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:57.753Z,歩行,部屋の中,false,123.7,19.200000000000003,-24.6,9.3,18.1,27.6,5.6000000000000005,15,19.400000000000002,-205.5,0.2,0.6000000000000001
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:57.954Z,歩行,部屋の中,false,118.30000000000001,48.1,-20,9,5.5,22.1,6.2,-2.4000000000000004,14.700000000000001,293,26.799999999999997,-156.70000000000002
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:58.155Z,歩行,部屋の中,false,151.8,106.4,-50.1,-1.6,-10.4,-7.2,0.5,-20.3,-5.6000000000000005,153.3,24.200000000000003,-84.80000000000001
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:58.356Z,歩行,部屋の中,false,128.8,81.4,-27.900000000000002,0.7000000000000001,-4.5,2.1,0.30000000000000004,-13.3,1.4000000000000001,-298.40000000000003,16.3,139.5
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:58.557Z,歩行,部屋の中,false,128,17.6,-27,17.5,26.6,30,13.200000000000001,23.6,21.700000000000003,-80,18.4,61.300000000000004
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:58.758Z,歩行,部屋の中,false,120,66.8,-20.6,3.4000000000000004,-2.7,14.5,2.3000000000000003,-13.100000000000001,10.8,254.80000000000004,61.300000000000004,-215.2
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:58.965Z,歩行,部屋の中,false,145.3,113,-42.300000000000004,-4.5,-8.5,-8.200000000000001,-1.9000000000000001,-17.5,-5.4,-23.6,54.9,-4.5
Chrome Mobile,90.0.4430.91,,,Blink,[object Object],Chrome Mobile 90.0.4430.91 on Android 9,2021-05-06T05:16:59.173Z,歩行,部屋の中,false,127.9,59.6,-21.700000000000003,4.4,-2.6,14.700000000000001,3.4000000000000004,-10.600000000000001,11.700000000000001,-372.9,-5.6,169.50000000000003
