,platform_name,platform_version,platform_product,platform_manufacturer,platform_layout,platform_os,platform_description,date,label,s_movement,do_absolute,do_alpha,do_beta,do_gamma,acc_g_x,acc_g_y,acc_g_z,acc_x,acc_y,acc_z,rot_alpha,rot_beta,rot_gamma
0,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:04.364Z,kanban,a,False,154.5,54.2,9.3,-0.9,7.9,4.7,0.0,0.0,1.0,4.2,-3.2,-5.8
1,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:04.566Z,kanban,a,False,155.9,60.5,7.300000000000002,-0.6000000000000001,9.6,5.2,0.0,-1.0,-0.4,14.1,2.9,16.900000000000002
2,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:04.766Z,kanban,a,False,153.8,62.6,3.0,-0.7000000000000001,9.6,6.4,0.5,-0.9,-1.9,18.200000000000006,-29.300000000000004,-6.8
3,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:04.971Z,kanban,a,False,153.4,73.2,0.6000000000000001,0.30000000000000004,10.9,2.8000000000000003,-0.30000000000000004,-1.5,0.0,53.7,0.9000000000000001,-5.4
4,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:05.177Z,kanban,a,False,150.3,84.5,6.2,-0.30000000000000004,9.0,-0.1,0.2,0.8,0.8,57.7,5.4,1.6
5,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:05.378Z,kanban,a,False,149.3,93.0,2.8000000000000003,0.4,9.5,-2.1,-0.4,0.30000000000000004,1.5,37.9,22.000000000000004,0.2
6,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:05.578Z,kanban,a,False,122.4,98.1,28.3,1.4,9.5,-0.6000000000000001,-0.8,0.2,-0.7000000000000001,-6.9,14.400000000000002,-0.9000000000000001
7,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:05.779Z,kanban,a,False,134.3,97.4,18.8,0.8,9.3,-1.1,-0.4,0.4,-0.1,22.5,-8.0,4.7
8,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:05.980Z,kanban,a,False,144.8,98.2,5.7,0.4,9.0,-0.6000000000000001,-0.2,0.7000000000000001,-0.8,0.7,-20.3,-13.000000000000002
9,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:06.180Z,kanban,a,False,161.4,98.9,-12.1,-0.6000000000000001,9.3,-2.0,0.2,0.4,0.6000000000000001,-5.0,2.2,-10.1
10,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:06.381Z,kanban,a,False,169.3,97.6,-20.200000000000006,-0.9,9.8,-1.4,0.4,-0.1,0.2,-4.9,2.1,0.8
11,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:06.582Z,kanban,a,False,154.5,97.6,-5.4,-0.1,9.8,-0.8,0.0,0.0,-0.5,11.6,-2.2,20.6
12,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:06.783Z,kanban,a,False,147.70000000000005,98.6,1.6,0.30000000000000004,9.6,-1.4,-0.30000000000000004,0.0,-0.1,3.7000000000000006,-0.1,-0.1
13,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:06.987Z,kanban,a,False,151.8,98.9,-1.9,-0.4,9.5,-1.7000000000000002,0.30000000000000004,0.2,0.2,-2.2,-3.7000000000000006,-1.5
14,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:07.187Z,kanban,a,False,153.3,98.9,-3.3000000000000003,-0.2,9.7,-1.5,0.1,0.0,0.0,-0.2,1.9,-0.5
15,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:07.390Z,kanban,a,False,153.60000000000005,98.6,-3.1,-0.1,9.3,-1.9,0.0,0.4,0.5,-3.9,4.0,0.5
16,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:07.591Z,kanban,a,False,154.70000000000005,97.7,-4.3,0.1,9.8,-1.4,-0.2,-0.1,0.1,-2.3,-0.4,2.0
17,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:07.793Z,kanban,a,False,155.60000000000005,97.4,-5.6000000000000005,-0.2,9.8,-1.2000000000000002,0.1,-0.1,0.0,-0.8,-2.0,1.7
18,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:07.994Z,kanban,a,False,152.9,97.6,-3.2,-0.1,9.6,-1.5,0.1,0.1,0.2,6.1000000000000005,-0.6000000000000001,5.300000000000002
19,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:08.194Z,kanban,a,False,151.4,97.9,-1.7000000000000002,-0.2,9.4,-1.6,0.1,0.30000000000000004,0.2,0.9000000000000001,2.2,0.7
20,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:08.395Z,kanban,a,False,150.1,96.5,1.8,0.7000000000000001,9.3,-1.9,-0.6000000000000001,0.5,0.8,-5.0,-11.1,13.4
21,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:08.595Z,kanban,a,False,158.20000000000005,94.7,-6.0,-0.1,8.6,-0.7000000000000001,0.0,1.2000000000000002,-0.1,-26.200000000000006,53.10000000000001,-21.0
22,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:08.797Z,kanban,a,False,116.6,88.2,36.2,-0.2,10.0,0.5,0.0,-0.2,-0.2,-21.0,-9.7,10.9
23,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:08.998Z,kanban,a,False,152.0,82.30000000000003,2.4000000000000004,-0.1,10.6,1.1,0.1,-0.9,0.2,-40.9,38.0,-5.500000000000001
24,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:09.202Z,kanban,a,False,160.5,76.0,3.0,0.0,10.5,2.3000000000000003,-0.1,-1.0,0.0,-30.000000000000004,13.3,19.6
25,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:09.403Z,kanban,a,False,164.70000000000005,73.3,3.3000000000000003,0.5,9.9,1.9,-0.6000000000000001,-0.5,0.9,0.1,34.60000000000001,-5.500000000000001
26,Chrome Mobile,86.0.4240.185,,,Blink,[object Object],Chrome Mobile 86.0.4240.185 on Android 11,2020-11-09T07:02:09.604Z,kanban,a,False,162.0,72.7,6.7,1.2000000000000002,10.5,3.1,-1.6,-1.2000000000000002,-0.1,-35.7,-18.6,-20.4
